feature,importance
cat__Location (front/rear seat/inside front shield)_front,0.6162075713648706
cat__Location (front/rear seat/inside front shield)_inside front shield,0.2324774806564097
cat__Location (front/rear seat/inside front shield)_back,0.15131494797871972
cat__Frequency_1HZ,0.0
num__Speed,0.0
