feature,importance
cat__Location (front/rear seat/inside front shield)_front,0.8588204348971753
num__Speed,0.07586621836323029
cat__Location (front/rear seat/inside front shield)_back,0.03917063580343442
cat__Location (front/rear seat/inside front shield)_inside front shield,0.026142710936160003
cat__Frequency_1HZ,0.0
