feature,importance
cat__Location (front/rear seat/inside front shield)_back ,0.6122589036978341
num__Electric Field (V/m),0.3434680246798796
cat__Location (front/rear seat/inside front shield)_front,0.02823903781814448
cat__Location (front/rear seat/inside front shield)_inside front shield,0.01603403380414187
cat__Area description (Traffic and road conditions)_light traffic on the road,0.0
