feature,importance
cat__Location (front/rear seat/inside front shield)_inside front shield ,0.5941953600857123
num__Speed,0.31822207416061044
cat__Location (front/rear seat/inside front shield)_rear seat,0.0593464343639432
cat__Location (front/rear seat/inside front shield)_front,0.02823613138973412
cat__Area description (Traffic and road conditions)_heavy traffic on the road,0.0
