feature,importance
num__Speed,0.3327044469565446
cat__Location (front/rear seat/inside front shield)_front,0.30167059882585495
cat__Location (front/rear seat/inside front shield)_back ,0.2931019006406914
cat__Location (front/rear seat/inside front shield)_inside front shield,0.07252305357690911
cat__Area description (Traffic and road conditions)_light traffic on the road ,0.0
