feature,importance
cat__Location (front/rear seat/inside front shield)_inside front shield ,0.41076816103583647
cat__Location (front/rear seat/inside front shield)_front,0.3009622663516667
cat__Location (front/rear seat/inside front shield)_rear seat,0.28826957261249686
"cat__Area description (Traffic and road conditions)_Parking area with more than 100 cars, and a regional road in front ",0.0
