feature,importance
cat__Location (front/rear seat/inside front shield)_inside front shield ,0.8427075050983135
cat__Location (front/rear seat/inside front shield)_rear seat,0.07896375788073008
cat__Location (front/rear seat/inside front shield)_front,0.0783287370209565
cat__Area description (Traffic and road conditions)_heavy traffic on the road,0.0
num__Speed,0.0
