feature,importance
cat__Location (front/rear seat/inside front shield)_inside front shield,0.7482018193960568
cat__Location (front/rear seat/inside front shield)_back ,0.19077789911325968
cat__Location (front/rear seat/inside front shield)_front,0.06102028149068357
cat__Area description (Traffic and road conditions)_light traffic on the road ,0.0
