feature,importance
cat__Location (front/rear seat/inside front shield)_rear seat,0.9240357578268499
cat__Location (front/rear seat/inside front shield)_inside front shield,0.03951028553007787
cat__Location (front/rear seat/inside front shield)_front ,0.03645395664307222
"cat__Area description (Traffic and road conditions)_parking area, reagional road near ",0.0
num__Speed,0.0
