feature,importance
cat__Location (front/rear seat/inside front shield)_rear seat,0.49640540700637265
num__Electric Field (V/m),0.46534434859732066
cat__Location (front/rear seat/inside front shield)_inside front shield ,0.019443681740980042
cat__Location (front/rear seat/inside front shield)_front,0.01880656265532671
cat__Area description (Traffic and road conditions)_regional road with heavy traffic,0.0
